purchase_id,customer_id,product_id,purchase_date,quantity,total_price
PU0001952,C00192,P00011,2023-07-15,4,239.19
PU0001953,C00192,P00017,2021-08-17,2,66.74
PU0001954,C00193,P00048,2022-04-07,3,556.89
PU0001955,C00193,P00026,2020-02-20,4,285.13
PU0001956,C00193,P00048,2020-04-16,4,735.02
PU0001957,C00193,P00014,2022-08-29,2,82.29
PU0001958,C00193,P00018,2020-04-09,4,119.75
PU0001959,C00194,P00026,2024-03-02,1,73.33
PU0001960,C00194,P00036,2022-09-18,3,348.36
PU0001961,C00194,P00012,2023-05-12,2,29.44
PU0001962,C00194,P00038,2025-04-29,2,158.91
PU0001963,C00194,P00052,2024-06-26,2,128.51
PU0001964,C00194,P00023,2023-06-09,4,191.61
PU0001965,C00194,P00019,2024-07-10,1,41.59
PU0001966,C00194,P00014,2024-02-25,4,187.69
PU0001967,C00194,P00015,2023-09-14,4,183.82
PU0001968,C00195,P00040,2023-08-01,1,242.99
PU0001969,C00195,P00027,2021-11-01,4,349.82
PU0001970,C00195,P00047,2021-03-20,1,87.02
PU0001971,C00195,P00036,2022-11-29,1,125.63
PU0001972,C00195,P00018,2021-08-17,4,114.78
PU0001973,C00195,P00015,2023-03-19,2,85.25
PU0001974,C00195,P00016,2021-04-27,4,187.34
PU0001975,C00195,P00017,2023-09-13,1,37.0
PU0001976,C00195,P00024,2021-07-13,1,173.27
PU0001977,C00195,P00015,2022-01-25,1,47.35
PU0001978,C00195,P00034,2023-05-24,2,264.11
PU0001979,C00195,P00047,2021-06-21,2,184.19
PU0001980,C00195,P00026,2023-07-19,2,142.98
PU0001981,C00195,P00020,2022-10-27,2,239.7
PU0001982,C00195,P00023,2023-10-08,1,46.56
PU0001983,C00195,P00045,2022-02-20,1,44.24
PU0001984,C00195,P00010,2021-05-24,4,237.71
PU0001985,C00196,P00050,2024-06-14,2,66.25
PU0001986,C00196,P00005,2023-06-07,3,211.02
PU0001987,C00196,P00002,2021-10-04,3,95.55
PU0001988,C00196,P00007,2024-03-23,2,32.65
PU0001989,C00196,P00053,2024-05-28,3,513.77
PU0001990,C00196,P00019,2024-05-10,4,150.82
PU0001991,C00196,P00028,2023-08-14,3,394.03
PU0001992,C00196,P00054,2023-08-08,3,236.11
PU0001993,C00196,P00046,2023-04-01,4,1146.12
PU0001994,C00196,P00039,2022-01-18,3,572.99
PU0001995,C00196,P00042,2022-09-21,1,103.6
PU0001996,C00196,P00017,2024-05-23,2,61.7
PU0001997,C00196,P00050,2023-12-23,1,37.02
PU0001998,C00197,P00055,2025-02-20,4,547.87
PU0001999,C00197,P00048,2022-10-24,3,582.21
PU0002000,C00197,P00031,2024-02-16,1,60.74
PU0002001,C00197,P00019,2024-04-18,4,145.47
PU0002002,C00197,P00011,2022-11-01,4,236.87
PU0002003,C00197,P00046,2025-05-22,2,551.05
PU0002004,C00197,P00011,2023-02-07,2,119.45
PU0002005,C00198,P00030,2022-08-23,2,320.2
PU0002006,C00198,P00039,2021-08-02,4,815.78
PU0002007,C00198,P00034,2023-08-27,3,373.38
PU0002008,C00198,P00013,2023-03-16,4,66.62
PU0002009,C00198,P00022,2024-04-12,1,29.48
PU0002010,C00198,P00027,2023-11-04,2,157.63
PU0002011,C00198,P00033,2023-09-27,4,469.03
PU0002012,C00198,P00005,2023-03-26,4,281.68
PU0002013,C00198,P00008,2023-10-09,1,83.69
PU0002014,C00198,P00001,2023-02-24,2,69.29
PU0002015,C00198,P00008,2023-01-31,3,306.01
PU0002016,C00198,P00035,2021-09-02,4,475.32
PU0002017,C00198,P00016,2021-10-10,4,189.53
PU0002018,C00198,P00055,2023-08-05,4,508.65
PU0002019,C00199,P00045,2022-03-24,4,174.81
PU0002020,C00199,P00019,2022-12-24,1,40.67
PU0002021,C00200,P00008,2023-03-29,3,284.95
PU0002022,C00200,P00016,2024-08-17,4,187.21
PU0002023,C00200,P00002,2025-05-13,3,94.01
PU0002024,C00200,P00045,2023-02-03,2,91.29
PU0002025,C00200,P00014,2023-01-01,2,95.47
PU0002026,C00200,P00039,2024-08-31,2,372.43
PU0002027,C00200,P00003,2025-03-22,1,33.38
PU0002028,C00200,P00016,2023-10-05,4,191.46
PU0002029,C00200,P00015,2022-11-25,2,89.22
PU0002030,C00200,P00006,2025-04-22,1,112.23
PU0002031,C00200,P00051,2025-04-06,1,136.49
PU0002032,C00200,P00039,2025-03-27,4,756.33
PU0002033,C00200,P00009,2023-06-01,2,228.15
PU0002034,C00200,P00010,2023-11-12,1,61.92
PU0002035,C00200,P00036,2024-12-18,2,206.66
PU0002036,C00200,P00034,2023-07-16,1,132.98
PU0002037,C00200,P00054,2023-01-17,2,156.86
PU0002038,C00200,P00023,2022-12-05,3,137.18
PU0002039,C00201,P00046,2021-09-05,1,304.17
PU0002040,C00202,P00014,2023-11-11,3,127.33
PU0002041,C00202,P00006,2024-03-11,4,395.88
PU0002042,C00202,P00028,2023-01-20,2,308.37
PU0002043,C00202,P00039,2025-09-01,4,814.63
PU0002044,C00202,P00047,2024-06-01,2,185.72
PU0002045,C00202,P00014,2023-02-18,2,85.34
PU0002046,C00202,P00007,2024-12-15,4,70.76
PU0002047,C00202,P00055,2025-05-10,1,140.96
PU0002048,C00202,P00004,2024-03-09,2,124.34
PU0002049,C00202,P00046,2024-03-08,3,817.35
PU0002050,C00202,P00026,2025-04-17,2,120.83
PU0002051,C00202,P00005,2023-06-14,1,69.43
PU0002052,C00202,P00014,2025-07-09,4,161.18
PU0002053,C00202,P00025,2023-10-28,4,205.7
PU0002054,C00202,P00039,2025-02-14,1,192.83
PU0002055,C00203,P00028,2022-11-21,4,619.38
PU0002056,C00203,P00016,2023-02-07,1,53.65
PU0002057,C00203,P00035,2023-11-07,1,119.56
PU0002058,C00203,P00012,2023-03-27,4,64.64
PU0002059,C00203,P00049,2021-09-30,3,674.68
PU0002060,C00203,P00008,2022-03-11,1,93.6
PU0002061,C00203,P00051,2024-04-04,1,141.97
PU0002062,C00203,P00030,2023-07-29,3,557.63
PU0002063,C00204,P00007,2022-08-05,3,47.44
PU0002064,C00204,P00040,2024-03-11,3,766.72
PU0002065,C00204,P00010,2022-07-22,1,60.95
PU0002066,C00204,P00040,2021-08-31,4,1080.98
PU0002067,C00204,P00047,2021-08-28,4,398.02
PU0002068,C00204,P00041,2022-12-30,2,55.74
PU0002069,C00204,P00001,2022-03-08,2,64.14
PU0002070,C00204,P00048,2023-11-23,3,547.85
PU0002071,C00204,P00053,2023-03-12,3,562.35
PU0002072,C00204,P00051,2023-10-19,3,414.38
PU0002073,C00204,P00040,2022-07-30,3,781.67
PU0002074,C00204,P00005,2023-08-18,1,67.88
PU0002075,C00204,P00016,2022-03-11,3,164.33
PU0002076,C00204,P00021,2022-10-02,3,44.93
PU0002077,C00204,P00047,2021-10-03,3,273.8
PU0002078,C00204,P00013,2021-09-23,3,49.43
PU0002079,C00204,P00037,2023-11-22,1,69.26
PU0002080,C00204,P00015,2023-01-09,2,83.21
PU0002081,C00205,P00008,2023-10-16,1,93.04
PU0002082,C00205,P00041,2022-06-18,3,73.77
PU0002083,C00205,P00001,2021-09-30,4,140.01
PU0002084,C00205,P00037,2023-01-19,3,210.58
PU0002085,C00205,P00035,2023-12-03,4,482.1
PU0002086,C00205,P00019,2023-07-19,2,78.57
PU0002087,C00205,P00025,2023-08-18,3,152.03
PU0002088,C00205,P00029,2024-03-01,4,430.84
PU0002089,C00205,P00019,2022-03-03,1,34.59
PU0002090,C00205,P00020,2022-01-02,1,137.34
PU0002091,C00205,P00041,2023-11-27,2,48.15
PU0002092,C00205,P00033,2023-08-15,1,102.95
PU0002093,C00205,P00034,2023-09-20,1,144.46
PU0002094,C00206,P00011,2025-01-23,3,190.84
PU0002095,C00206,P00013,2025-04-13,4,66.38
PU0002096,C00206,P00001,2024-10-07,2,76.62
PU0002097,C00206,P00044,2024-11-28,1,216.24
PU0002098,C00206,P00012,2024-03-16,2,33.29
PU0002099,C00206,P00042,2025-04-25,1,108.33
PU0002100,C00206,P00041,2024-10-23,4,101.21
PU0002101,C00206,P00052,2023-10-27,2,113.69
PU0002102,C00206,P00054,2023-12-09,4,309.1
PU0002103,C00206,P00015,2024-11-20,1,41.37
PU0002104,C00206,P00025,2023-03-13,1,55.66
PU0002105,C00206,P00005,2025-02-07,3,192.56
PU0002106,C00206,P00014,2023-11-01,3,131.64
PU0002107,C00206,P00006,2023-09-19,1,108.3
PU0002108,C00207,P00053,2022-04-02,3,483.52
PU0002109,C00207,P00028,2021-03-07,2,308.27
PU0002110,C00208,P00032,2023-07-01,4,369.73
PU0002111,C00208,P00030,2022-12-16,2,357.16
PU0002112,C00208,P00014,2022-07-12,2,97.09
PU0002113,C00208,P00031,2023-02-11,1,70.16
PU0002114,C00208,P00012,2023-05-05,1,14.74
PU0002115,C00208,P00048,2023-04-02,1,184.09
PU0002116,C00208,P00043,2023-11-19,2,640.91
PU0002117,C00208,P00053,2022-05-31,1,187.87
PU0002118,C00208,P00054,2023-12-18,1,79.9
PU0002119,C00208,P00016,2024-04-20,2,105.78
PU0002120,C00208,P00039,2023-05-13,2,342.17
PU0002121,C00208,P00015,2023-10-14,1,45.84
PU0002122,C00208,P00013,2022-10-31,2,33.0
PU0002123,C00208,P00047,2023-05-31,3,252.37
PU0002124,C00208,P00014,2022-01-30,4,182.26
PU0002125,C00209,P00030,2020-12-19,2,342.33
PU0002126,C00209,P00036,2022-06-07,1,117.12
PU0002127,C00209,P00024,2020-05-14,2,367.23
PU0002128,C00209,P00031,2020-05-02,4,264.56
PU0002129,C00209,P00055,2022-11-02,3,361.01
PU0002130,C00209,P00025,2021-07-18,1,56.07
PU0002131,C00210,P00054,2024-07-31,4,329.92
PU0002132,C00210,P00004,2024-07-12,2,131.14
PU0002133,C00210,P00019,2024-06-10,3,106.32
PU0002134,C00210,P00033,2022-08-15,2,222.77
PU0002135,C00210,P00028,2023-09-03,4,571.02
PU0002136,C00210,P00021,2022-08-29,3,44.35
PU0002137,C00211,P00015,2024-08-13,3,128.71
PU0002138,C00211,P00035,2024-05-11,2,244.74
PU0002139,C00211,P00026,2023-03-27,4,292.86
PU0002140,C00211,P00035,2024-05-07,4,498.05
PU0002141,C00211,P00043,2024-05-18,3,1039.33
PU0002142,C00211,P00021,2025-04-03,1,14.92
PU0002143,C00211,P00032,2024-12-30,1,88.17
PU0002144,C00211,P00053,2024-01-08,1,174.02
PU0002145,C00211,P00052,2023-07-16,2,120.69
PU0002146,C00212,P00024,2023-05-19,4,710.37
PU0002147,C00212,P00044,2024-09-03,4,864.69
PU0002148,C00212,P00049,2025-04-24,3,702.43
PU0002149,C00212,P00023,2024-07-04,2,96.88
PU0002150,C00212,P00040,2023-08-06,1,234.26
PU0002151,C00212,P00020,2024-01-11,1,138.09
PU0002152,C00212,P00004,2023-07-14,4,248.79
PU0002153,C00212,P00002,2024-03-30,2,72.58
PU0002154,C00213,P00027,2022-02-06,3,272.18
PU0002155,C00213,P00035,2021-08-28,2,254.86
PU0002156,C00213,P00041,2023-02-17,2,52.1
PU0002157,C00213,P00043,2023-06-02,2,666.61
PU0002158,C00214,P00036,2022-04-10,1,102.63
PU0002159,C00214,P00014,2024-01-26,1,40.1
PU0002160,C00214,P00014,2022-12-19,4,180.76
PU0002161,C00214,P00026,2024-07-04,4,275.42
PU0002162,C00215,P00038,2021-07-19,4,361.85
PU0002163,C00215,P00008,2023-09-30,3,297.31
PU0002164,C00215,P00025,2023-02-12,2,102.95
PU0002165,C00215,P00025,2023-09-22,2,100.12
PU0002166,C00215,P00051,2021-09-07,3,385.68
PU0002167,C00215,P00030,2022-12-28,2,356.34
PU0002168,C00215,P00054,2022-07-08,2,167.66
PU0002169,C00215,P00009,2021-11-28,1,128.34
PU0002170,C00215,P00037,2021-08-02,4,263.76
PU0002171,C00215,P00054,2022-02-04,3,204.93
PU0002172,C00215,P00040,2023-03-25,4,935.96
PU0002173,C00215,P00034,2024-01-20,2,253.51
PU0002174,C00215,P00046,2023-04-17,1,298.26
PU0002175,C00215,P00051,2022-03-27,3,384.98
PU0002176,C00215,P00054,2021-10-24,3,227.9
PU0002177,C00215,P00052,2023-06-21,3,164.95
PU0002178,C00216,P00029,2022-04-25,1,114.34
PU0002179,C00216,P00043,2022-11-16,2,600.36
PU0002180,C00216,P00012,2021-12-17,1,16.87
PU0002181,C00216,P00042,2020-08-01,4,425.47
PU0002182,C00216,P00016,2021-06-03,3,145.04
PU0002183,C00216,P00015,2021-10-30,4,165.55
PU0002184,C00216,P00022,2021-10-12,3,97.68
PU0002185,C00217,P00004,2022-09-18,2,126.97
PU0002186,C00217,P00023,2021-08-26,4,165.44
PU0002187,C00217,P00021,2022-09-08,2,32.4
PU0002188,C00217,P00016,2020-10-26,4,209.2
PU0002189,C00217,P00025,2022-02-13,1,53.17
PU0002190,C00217,P00009,2022-12-19,3,396.11
PU0002191,C00217,P00005,2023-04-03,1,70.71
PU0002192,C00217,P00028,2022-07-10,2,263.46
PU0002193,C00217,P00015,2022-06-01,3,120.48
PU0002194,C00217,P00011,2020-11-17,4,224.56
PU0002195,C00217,P00035,2023-02-09,2,268.85
PU0002196,C00217,P00053,2020-09-23,1,193.64
PU0002197,C00217,P00038,2021-08-19,3,268.21
PU0002198,C00217,P00029,2020-12-14,2,211.2
PU0002199,C00217,P00017,2022-01-05,2,66.74
PU0002200,C00217,P00037,2021-07-06,2,134.66
PU0002201,C00217,P00048,2022-09-19,1,181.6
PU0002202,C00218,P00003,2022-03-18,3,107.12
PU0002203,C00219,P00054,2023-03-31,1,77.74
PU0002204,C00219,P00046,2023-05-03,3,813.25
PU0002205,C00219,P00027,2023-08-14,3,283.79
PU0002206,C00219,P00055,2022-05-23,2,235.38
PU0002207,C00219,P00028,2022-12-05,4,605.69
PU0002208,C00219,P00040,2024-05-04,3,820.17
PU0002209,C00219,P00038,2025-01-02,1,77.77
PU0002210,C00219,P00052,2023-05-24,3,177.11
PU0002211,C00219,P00022,2024-06-18,4,114.63
PU0002212,C00220,P00038,2022-05-17,4,371.08
PU0002213,C00220,P00046,2022-03-23,4,1065.44
PU0002214,C00220,P00044,2020-11-01,2,392.47
PU0002215,C00220,P00033,2021-11-16,3,301.39
PU0002216,C00220,P00002,2023-03-16,4,134.0
PU0002217,C00220,P00042,2022-12-05,1,118.41
PU0002218,C00220,P00035,2021-09-29,3,397.66
PU0002219,C00220,P00006,2022-04-17,3,323.68
PU0002220,C00220,P00009,2023-03-05,1,121.57
PU0002221,C00220,P00028,2021-06-27,4,560.82
PU0002222,C00220,P00036,2023-01-02,1,122.87
PU0002223,C00220,P00009,2023-02-25,1,115.61
PU0002224,C00220,P00015,2020-10-16,2,89.2
PU0002225,C00220,P00031,2021-08-14,2,127.19
PU0002226,C00221,P00055,2021-09-23,3,362.14
PU0002227,C00221,P00027,2023-01-28,1,84.59
PU0002228,C00221,P00028,2022-11-04,1,132.13
PU0002229,C00221,P00036,2021-08-13,4,417.33
PU0002230,C00221,P00035,2021-02-18,2,256.86
PU0002231,C00221,P00008,2021-11-21,4,415.77
PU0002232,C00221,P00007,2021-12-25,1,15.05
PU0002233,C00221,P00022,2023-01-09,4,118.34
PU0002234,C00221,P00046,2021-10-11,4,1126.14
PU0002235,C00221,P00016,2022-07-16,2,102.16
PU0002236,C00221,P00028,2021-04-12,1,132.03
PU0002237,C00221,P00031,2021-01-22,4,283.27
PU0002238,C00221,P00001,2022-11-02,1,35.22
PU0002239,C00221,P00016,2023-01-13,4,207.54
PU0002240,C00221,P00022,2022-02-10,4,108.92
PU0002241,C00221,P00050,2022-11-11,1,35.91
PU0002242,C00222,P00010,2024-11-08,1,58.41
PU0002243,C00222,P00037,2023-02-07,4,310.9
PU0002244,C00222,P00015,2023-06-10,4,177.27
PU0002245,C00222,P00026,2023-09-30,2,146.48
PU0002246,C00222,P00053,2024-10-06,2,335.0
PU0002247,C00222,P00027,2025-06-14,3,287.8
PU0002248,C00222,P00054,2022-10-28,2,165.0
PU0002249,C00223,P00009,2021-09-30,4,542.34
PU0002250,C00223,P00020,2022-03-21,3,357.43
PU0002251,C00223,P00028,2024-01-02,3,427.04
PU0002252,C00223,P00039,2022-06-26,3,539.57
PU0002253,C00223,P00041,2021-11-01,1,26.61
PU0002254,C00223,P00022,2023-09-26,1,32.11
PU0002255,C00223,P00034,2021-11-04,4,570.95
PU0002256,C00223,P00018,2023-09-01,4,97.96
PU0002257,C00223,P00042,2023-10-13,2,241.69
PU0002258,C00223,P00048,2023-05-11,1,179.79
PU0002259,C00223,P00012,2023-09-09,4,61.38
PU0002260,C00223,P00046,2022-04-08,4,1180.25
PU0002261,C00223,P00050,2022-09-25,1,36.91
PU0002262,C00223,P00048,2021-11-04,1,178.79
PU0002263,C00223,P00046,2022-02-12,3,797.36
PU0002264,C00223,P00040,2022-11-08,3,787.39
PU0002265,C00224,P00050,2023-02-16,1,31.39
PU0002266,C00224,P00014,2023-05-19,2,79.38
PU0002267,C00224,P00004,2024-09-11,3,212.67
PU0002268,C00224,P00014,2024-09-22,1,48.07
PU0002269,C00224,P00020,2022-11-04,2,241.36
PU0002270,C00224,P00034,2023-11-10,4,494.48
PU0002271,C00225,P00033,2024-03-17,3,340.32
PU0002272,C00226,P00034,2025-03-18,3,381.36
PU0002273,C00226,P00025,2023-12-23,3,154.21
PU0002274,C00226,P00024,2024-07-20,4,702.57
PU0002275,C00226,P00037,2022-10-21,2,141.56
PU0002276,C00226,P00033,2025-02-28,4,437.85
PU0002277,C00227,P00019,2021-03-19,4,142.98
PU0002278,C00227,P00048,2021-02-18,1,213.86
PU0002279,C00227,P00022,2020-10-14,4,122.73
PU0002280,C00227,P00052,2022-07-03,4,250.63
PU0002281,C00227,P00030,2022-11-05,1,177.65
PU0002282,C00227,P00019,2022-03-21,1,36.79
PU0002283,C00227,P00040,2021-04-03,1,224.06
PU0002284,C00227,P00045,2022-07-23,3,148.7
PU0002285,C00228,P00001,2021-11-09,1,31.6
PU0002286,C00228,P00002,2021-12-01,4,135.72
PU0002287,C00228,P00054,2022-10-27,1,84.13
PU0002288,C00228,P00035,2021-04-24,4,544.81
PU0002289,C00228,P00015,2020-11-14,4,188.25
PU0002290,C00228,P00044,2021-07-09,2,379.75
PU0002291,C00228,P00029,2022-02-11,1,99.16
PU0002292,C00228,P00025,2021-08-22,2,99.38
PU0002293,C00228,P00009,2020-08-01,3,363.37
PU0002294,C00228,P00022,2020-10-13,3,89.85
PU0002295,C00228,P00005,2022-03-20,3,206.07
PU0002296,C00228,P00042,2022-08-20,2,232.39
PU0002297,C00228,P00039,2021-03-21,2,351.43
PU0002298,C00228,P00022,2023-01-20,1,27.3
PU0002299,C00228,P00048,2021-10-14,2,377.97
PU0002300,C00228,P00055,2022-09-22,3,401.41
PU0002301,C00228,P00044,2021-04-10,2,419.19
PU0002302,C00229,P00011,2024-03-06,1,65.67
PU0002303,C00229,P00022,2025-05-07,2,53.13
PU0002304,C00229,P00032,2024-02-12,3,252.56
PU0002305,C00229,P00008,2023-04-27,4,362.08
PU0002306,C00229,P00004,2024-03-30,3,180.83
PU0002307,C00230,P00016,2022-05-03,2,99.0
PU0002308,C00230,P00041,2022-01-28,1,23.22
PU0002309,C00230,P00053,2024-01-26,2,375.04
PU0002310,C00230,P00015,2023-04-29,1,46.17
PU0002311,C00230,P00046,2023-05-12,2,607.36
PU0002312,C00230,P00007,2023-01-02,2,31.45
PU0002313,C00230,P00052,2024-03-19,2,118.91
PU0002314,C00230,P00032,2023-08-26,1,92.19
PU0002315,C00230,P00030,2022-07-02,4,733.34
PU0002316,C00231,P00050,2023-10-30,2,62.68
PU0002317,C00231,P00031,2023-04-21,1,69.18
PU0002318,C00231,P00005,2023-01-08,4,288.88
PU0002319,C00231,P00029,2023-09-21,1,99.11
PU0002320,C00231,P00032,2021-11-11,3,261.0
PU0002321,C00231,P00022,2023-08-11,4,122.25
PU0002322,C00231,P00025,2024-05-15,1,51.97
PU0002323,C00232,P00051,2023-09-05,1,136.63
PU0002324,C00232,P00016,2023-06-01,2,94.16
PU0002325,C00232,P00017,2022-12-12,4,128.01
PU0002326,C00232,P00005,2024-11-29,3,216.64
PU0002327,C00232,P00044,2023-11-25,2,379.48
PU0002328,C00232,P00045,2023-12-11,2,102.89
PU0002329,C00232,P00052,2023-05-20,4,247.71
PU0002330,C00232,P00035,2023-01-18,3,404.54
PU0002331,C00232,P00004,2024-08-05,2,127.2
PU0002332,C00232,P00045,2023-01-04,2,87.13
PU0002333,C00232,P00054,2024-12-02,4,300.9
PU0002334,C00232,P00041,2024-08-21,2,53.56
PU0002335,C00232,P00019,2022-10-09,1,36.02
PU0002336,C00232,P00015,2023-01-15,2,81.95
PU0002337,C00232,P00052,2023-04-16,2,121.54
PU0002338,C00232,P00041,2024-04-10,3,77.01
PU0002339,C00232,P00037,2025-03-13,3,233.21
PU0002340,C00232,P00013,2024-05-14,4,73.54
PU0002341,C00233,P00051,2025-04-04,4,614.21
PU0002342,C00233,P00007,2024-10-10,2,31.51
PU0002343,C00233,P00015,2024-02-17,2,85.74
PU0002344,C00233,P00018,2022-10-08,4,110.44
PU0002345,C00233,P00020,2023-03-03,2,233.47
PU0002346,C00233,P00042,2022-12-13,2,241.41
PU0002347,C00233,P00036,2023-11-26,4,474.96
PU0002348,C00233,P00008,2023-11-05,3,286.95
PU0002349,C00233,P00029,2024-02-08,2,189.18
PU0002350,C00233,P00028,2024-09-28,2,293.35
PU0002351,C00233,P00045,2024-11-25,1,45.37
PU0002352,C00233,P00011,2024-04-28,2,109.99
PU0002353,C00233,P00002,2024-08-14,3,111.1
PU0002354,C00233,P00035,2023-01-07,3,328.76
PU0002355,C00233,P00031,2023-08-21,2,126.5
PU0002356,C00233,P00025,2023-04-07,4,226.08
PU0002357,C00233,P00019,2025-01-14,1,39.42
PU0002358,C00233,P00010,2024-03-14,2,109.91
PU0002359,C00234,P00018,2023-08-12,3,78.01
PU0002360,C00234,P00002,2023-01-18,3,92.37
PU0002361,C00235,P00038,2022-06-02,4,373.44
PU0002362,C00235,P00055,2022-11-03,2,260.77
PU0002363,C00235,P00017,2023-03-18,4,128.14
PU0002364,C00235,P00046,2022-12-15,4,1147.76
PU0002365,C00235,P00014,2023-02-16,4,168.85
PU0002366,C00235,P00009,2022-09-04,4,531.53
PU0002367,C00235,P00030,2020-10-10,4,616.77
PU0002368,C00235,P00031,2022-05-05,2,123.55
PU0002369,C00235,P00005,2022-10-23,1,78.24
PU0002370,C00235,P00008,2021-03-29,3,283.22
PU0002371,C00235,P00041,2022-08-21,4,95.05
PU0002372,C00235,P00051,2022-08-29,1,148.82
PU0002373,C00235,P00006,2021-02-03,1,119.05
PU0002374,C00235,P00042,2021-08-14,3,362.71
PU0002375,C00235,P00011,2021-06-07,2,117.26
PU0002376,C00235,P00003,2020-09-07,3,98.05
PU0002377,C00235,P00043,2022-04-28,2,623.45
PU0002378,C00235,P00050,2022-12-13,3,106.01
PU0002379,C00236,P00013,2023-01-08,3,49.4
PU0002380,C00236,P00031,2023-04-03,4,294.87
PU0002381,C00236,P00003,2022-06-04,1,36.17
PU0002382,C00236,P00001,2023-02-09,1,38.27
PU0002383,C00236,P00007,2021-11-22,4,68.37
PU0002384,C00236,P00039,2023-06-21,1,187.2
PU0002385,C00236,P00012,2024-01-02,1,14.62
PU0002386,C00236,P00022,2023-09-04,4,117.26
PU0002387,C00236,P00044,2024-03-11,2,415.9
PU0002388,C00236,P00052,2022-11-22,3,189.2
PU0002389,C00237,P00034,2024-10-24,1,135.79
PU0002390,C00237,P00037,2023-06-26,2,148.17
PU0002391,C00237,P00008,2024-12-21,2,177.57
PU0002392,C00237,P00032,2024-02-05,1,82.19
PU0002393,C00237,P00010,2023-08-26,4,241.37
PU0002394,C00237,P00040,2022-08-14,2,476.99
PU0002395,C00237,P00031,2024-03-14,1,70.72
PU0002396,C00237,P00022,2023-05-07,1,28.52
PU0002397,C00237,P00050,2023-01-09,1,36.36
PU0002398,C00238,P00002,2023-01-18,1,35.46
PU0002399,C00238,P00004,2023-08-15,3,180.43
PU0002400,C00238,P00034,2024-08-03,3,388.26
PU0002401,C00238,P00036,2023-05-18,1,109.2
PU0002402,C00238,P00013,2025-02-24,3,46.03
PU0002403,C00238,P00013,2023-01-06,2,34.44
PU0002404,C00239,P00023,2024-08-14,4,177.02
PU0002405,C00239,P00003,2025-04-07,3,111.35
PU0002406,C00239,P00040,2023-03-16,1,237.16
PU0002407,C00239,P00012,2023-03-28,2,33.66
PU0002408,C00239,P00003,2024-09-08,3,98.92
PU0002409,C00239,P00046,2022-07-26,1,261.55
PU0002410,C00239,P00004,2024-07-05,4,245.85
PU0002411,C00239,P00006,2022-11-14,1,98.7
PU0002412,C00239,P00035,2023-02-10,1,114.83
PU0002413,C00239,P00003,2023-09-03,2,66.93
PU0002414,C00239,P00048,2023-06-19,3,616.6
PU0002415,C00239,P00036,2025-03-07,1,117.41
PU0002416,C00239,P00044,2022-07-31,4,765.3
PU0002417,C00240,P00032,2022-09-27,1,95.65
PU0002418,C00240,P00021,2024-11-05,4,66.84
PU0002419,C00240,P00051,2022-07-01,3,402.66
PU0002420,C00240,P00006,2022-08-22,1,100.34
PU0002421,C00240,P00014,2023-07-05,1,41.4
PU0002422,C00240,P00011,2023-02-24,2,116.26
PU0002423,C00240,P00006,2022-12-18,4,445.94
PU0002424,C00240,P00026,2023-10-02,2,127.54
PU0002425,C00240,P00010,2022-09-05,2,128.62
PU0002426,C00240,P00028,2024-02-25,2,274.48
PU0002427,C00240,P00037,2022-08-04,4,313.05
PU0002428,C00240,P00041,2022-11-29,3,69.49
PU0002429,C00240,P00007,2024-02-17,1,17.49
PU0002430,C00240,P00043,2022-11-29,3,991.43
PU0002431,C00240,P00048,2025-02-26,3,620.59
PU0002432,C00240,P00015,2024-12-21,2,84.42
PU0002433,C00241,P00036,2020-11-26,3,359.82
PU0002434,C00241,P00044,2023-01-22,4,846.06
PU0002435,C00241,P00038,2020-08-28,2,191.88
PU0002436,C00241,P00021,2020-07-24,4,63.16
PU0002437,C00241,P00015,2022-01-01,4,186.44
PU0002438,C00241,P00012,2020-06-13,2,29.28
PU0002439,C00241,P00052,2021-10-25,3,183.09
PU0002440,C00241,P00016,2022-11-13,1,54.75
PU0002441,C00241,P00019,2021-07-23,1,37.44
PU0002442,C00241,P00039,2021-02-04,2,353.71
PU0002443,C00241,P00008,2020-12-31,3,279.77
PU0002444,C00241,P00022,2020-07-28,1,27.91
PU0002445,C00241,P00044,2021-04-03,4,822.92
PU0002446,C00241,P00001,2023-02-16,2,69.12
PU0002447,C00241,P00053,2020-12-23,1,176.25
PU0002448,C00241,P00047,2022-07-29,4,360.9
PU0002449,C00241,P00005,2021-03-16,1,67.36
PU0002450,C00242,P00005,2021-04-28,2,134.05
PU0002451,C00242,P00025,2022-03-12,3,139.56
PU0002452,C00242,P00054,2023-11-02,4,288.85
PU0002453,C00242,P00034,2022-06-08,4,482.29
PU0002454,C00242,P00027,2021-07-19,1,94.99
PU0002455,C00242,P00050,2023-10-20,2,71.06
PU0002456,C00242,P00017,2021-10-03,2,73.67
PU0002457,C00242,P00023,2023-05-11,4,179.24
PU0002458,C00242,P00045,2021-10-14,3,156.54
PU0002459,C00242,P00023,2022-12-11,4,164.29
PU0002460,C00242,P00049,2022-06-20,3,603.66
PU0002461,C00242,P00045,2023-03-05,3,140.86
PU0002462,C00242,P00031,2023-09-10,3,199.97
PU0002463,C00242,P00035,2021-12-15,3,368.01
PU0002464,C00243,P00028,2023-09-27,3,421.76
PU0002465,C00243,P00013,2023-01-11,2,34.68
PU0002466,C00243,P00021,2025-01-14,2,33.6
PU0002467,C00243,P00038,2023-03-04,3,249.58
PU0002468,C00243,P00053,2024-04-23,4,781.11
